customer_id,first_name,last_name,country,customer_segment,total_bookings,total_failed_payments,total_retries,total_anomalies,problematic_journeys,severity_score,severity_level,frequency_score,frequency_level,persistence_score,persistence_level,customer_risk_score,customer_risk_level,behavior_profile,primary_risk_driver,dimension_explanation,behavioral_signals,research_risk_signals,risk_explanation
C000274,Sheila,Santiago,Other,Standard,3,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000276,Darrell,Jones,Pakistan,Standard,2,2,2,0,0,35.0,MODERATE,16.25,MODERATE,0.0,NONE,18.88,LOW,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 35.00) | Moderate problematic activity frequency (score 16.25) | No persistent problematic behavior,2 failed payment attempts | 2 payment retries,REPEATED_PAYMENT_FAILURES,"Customer classified as LOW with a risk score of 18.88. Primary risk dimension: SEVERITY. Severity=35.00, Frequency=16.25, Persistence=0.00. 2 failed payment attempts | 2 payment retries"
C000277,Daniel,Smith,United States,VIP,2,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000278,Angela,Griffith,Pakistan,Standard,5,2,2,2,2,40.0,MODERATE,7.5,LOW,55.0,HIGH,34.75,MEDIUM,NORMAL_CUSTOMER,PERSISTENCE,Moderate journey severity (score 40.00) | Low problematic activity frequency (score 7.50) | Persistent problematic behavior (score 55.00),2 failed payment attempts | 2 payment retries | 2 detected journey anomalies | 2 problematic journeys,PERSISTENT_BEHAVIOR | REPEATED_PAYMENT_FAILURES | MULTIPLE_PROBLEMATIC_JOURNEYS,"Customer classified as MEDIUM with a risk score of 34.75. Primary risk dimension: PERSISTENCE. Severity=40.00, Frequency=7.50, Persistence=55.00. 2 failed payment attempts | 2 payment retries | 2 detected journey anomalies | 2 problematic journeys"
C000279,Joseph,Tucker,United Kingdom,Standard,1,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000280,Cassandra,Kim,United States,Standard,1,0,0,1,1,45.0,MODERATE,2.5,LOW,30.0,MODERATE,27.75,MEDIUM,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 45.00) | Low problematic activity frequency (score 2.50) | Moderate persistence of problematic behavior (score 30.00),1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 27.75. Primary risk dimension: SEVERITY. Severity=45.00, Frequency=2.50, Persistence=30.00. 1 detected journey anomaly | 1 problematic journey"
C000281,Jennifer,Branch,Other,Standard,2,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000282,James,Miller,United Arab Emirates,Standard,1,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000283,Cynthia,May,United Arab Emirates,Premium,3,1,1,0,0,35.0,MODERATE,5.42,LOW,0.0,NONE,15.63,LOW,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Moderate journey severity (score 35.00) | Low problematic activity frequency (score 5.42) | No persistent problematic behavior,1 failed payment attempts | 1 payment retries,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 15.63. Primary risk dimension: SEVERITY. Severity=35.00, Frequency=5.42, Persistence=0.00. 1 failed payment attempts | 1 payment retries"
C000284,Joseph,Perry,Saudi Arabia,Standard,3,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000285,Tracy,Bryant,Pakistan,VIP,2,1,1,1,1,75.0,VERY_HIGH,9.38,LOW,30.0,MODERATE,41.81,MEDIUM,NORMAL_CUSTOMER,SEVERITY,Very high journey severity (score 75.00) | Low problematic activity frequency (score 9.38) | Moderate persistence of problematic behavior (score 30.00),1 failed payment attempts | 1 payment retries | 1 detected journey anomaly | 1 problematic journey,HIGH_SEVERITY,"Customer classified as MEDIUM with a risk score of 41.81. Primary risk dimension: SEVERITY. Severity=75.00, Frequency=9.38, Persistence=30.00. 1 failed payment attempts | 1 payment retries | 1 detected journey anomaly | 1 problematic journey"
C000286,Rebecca,Mccormick,Saudi Arabia,Standard,3,1,1,1,1,45.0,MODERATE,6.25,LOW,30.0,MODERATE,28.88,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Moderate journey severity (score 45.00) | Low problematic activity frequency (score 6.25) | Moderate persistence of problematic behavior (score 30.00),1 failed payment attempts | 1 payment retries | 1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 28.88. Primary risk dimension: SEVERITY. Severity=45.00, Frequency=6.25, Persistence=30.00. 1 failed payment attempts | 1 payment retries | 1 detected journey anomaly | 1 problematic journey"
C000288,Christopher,Simmons,Pakistan,Premium,2,1,1,1,1,45.0,MODERATE,9.38,LOW,30.0,MODERATE,29.81,MEDIUM,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 45.00) | Low problematic activity frequency (score 9.38) | Moderate persistence of problematic behavior (score 30.00),1 failed payment attempts | 1 payment retries | 1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 29.81. Primary risk dimension: SEVERITY. Severity=45.00, Frequency=9.38, Persistence=30.00. 1 failed payment attempts | 1 payment retries | 1 detected journey anomaly | 1 problematic journey"
C000290,Joshua,Hicks,Pakistan,Standard,1,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000295,Joyce,Jacobs,Saudi Arabia,Standard,4,0,0,1,1,40.0,MODERATE,0.62,LOW,28.0,MODERATE,24.59,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Moderate journey severity (score 40.00) | Low problematic activity frequency (score 0.62) | Moderate persistence of problematic behavior (score 28.00),1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 24.59. Primary risk dimension: SEVERITY. Severity=40.00, Frequency=0.62, Persistence=28.00. 1 detected journey anomaly | 1 problematic journey"
C000297,Ronald,Bradford,United States,VIP,2,2,2,2,1,65.0,HIGH,18.75,MODERATE,30.0,MODERATE,40.62,MEDIUM,NORMAL_CUSTOMER,SEVERITY,High journey severity (score 65.00) | Moderate problematic activity frequency (score 18.75) | Moderate persistence of problematic behavior (score 30.00),2 failed payment attempts | 2 payment retries | 2 detected journey anomalies | 1 problematic journey,REPEATED_PAYMENT_FAILURES,"Customer classified as MEDIUM with a risk score of 40.62. Primary risk dimension: SEVERITY. Severity=65.00, Frequency=18.75, Persistence=30.00. 2 failed payment attempts | 2 payment retries | 2 detected journey anomalies | 1 problematic journey"
C000298,Alec,Young,Saudi Arabia,Standard,1,1,1,0,0,35.0,MODERATE,16.25,MODERATE,0.0,NONE,18.88,LOW,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 35.00) | Moderate problematic activity frequency (score 16.25) | No persistent problematic behavior,1 failed payment attempts | 1 payment retries,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 18.88. Primary risk dimension: SEVERITY. Severity=35.00, Frequency=16.25, Persistence=0.00. 1 failed payment attempts | 1 payment retries"
C000299,Charles,Shaw,Pakistan,Premium,3,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000300,Nicole,Jenkins,Saudi Arabia,Standard,1,0,0,1,1,45.0,MODERATE,2.5,LOW,30.0,MODERATE,27.75,MEDIUM,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 45.00) | Low problematic activity frequency (score 2.50) | Moderate persistence of problematic behavior (score 30.00),1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 27.75. Primary risk dimension: SEVERITY. Severity=45.00, Frequency=2.50, Persistence=30.00. 1 detected journey anomaly | 1 problematic journey"
C000301,Rebecca,Payne,Saudi Arabia,Standard,1,1,1,0,0,30.0,MODERATE,16.25,MODERATE,0.0,NONE,16.88,LOW,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 30.00) | Moderate problematic activity frequency (score 16.25) | No persistent problematic behavior,1 failed payment attempts | 1 payment retries,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 16.88. Primary risk dimension: SEVERITY. Severity=30.00, Frequency=16.25, Persistence=0.00. 1 failed payment attempts | 1 payment retries"
C000302,Amy,Richardson,Pakistan,Standard,2,3,3,2,1,65.0,HIGH,26.88,MODERATE,30.0,MODERATE,43.06,MEDIUM,NORMAL_CUSTOMER,SEVERITY,High journey severity (score 65.00) | Moderate problematic activity frequency (score 26.88) | Moderate persistence of problematic behavior (score 30.00),3 failed payment attempts | 3 payment retries | 2 detected journey anomalies | 1 problematic journey,REPEATED_PAYMENT_FAILURES,"Customer classified as MEDIUM with a risk score of 43.06. Primary risk dimension: SEVERITY. Severity=65.00, Frequency=26.88, Persistence=30.00. 3 failed payment attempts | 3 payment retries | 2 detected journey anomalies | 1 problematic journey"
C000303,Mary,Good,Pakistan,Premium,2,1,1,0,0,30.0,MODERATE,8.12,LOW,0.0,NONE,14.44,LOW,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 30.00) | Low problematic activity frequency (score 8.12) | No persistent problematic behavior,1 failed payment attempts | 1 payment retries,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 14.44. Primary risk dimension: SEVERITY. Severity=30.00, Frequency=8.12, Persistence=0.00. 1 failed payment attempts | 1 payment retries"
C000306,David,Wilson,Other,Standard,3,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000307,Kyle,Olson,Pakistan,Standard,2,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000308,Rachel,Vaughn,United Arab Emirates,Standard,2,2,2,0,0,35.0,MODERATE,16.25,MODERATE,0.0,NONE,18.88,LOW,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 35.00) | Moderate problematic activity frequency (score 16.25) | No persistent problematic behavior,2 failed payment attempts | 2 payment retries,REPEATED_PAYMENT_FAILURES,"Customer classified as LOW with a risk score of 18.88. Primary risk dimension: SEVERITY. Severity=35.00, Frequency=16.25, Persistence=0.00. 2 failed payment attempts | 2 payment retries"
C000309,Laura,Thomas,United States,Premium,1,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000310,Michelle,Simon,Saudi Arabia,Standard,2,1,1,1,1,40.0,MODERATE,9.38,LOW,30.0,MODERATE,27.81,MEDIUM,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 40.00) | Low problematic activity frequency (score 9.38) | Moderate persistence of problematic behavior (score 30.00),1 failed payment attempts | 1 payment retries | 1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 27.81. Primary risk dimension: SEVERITY. Severity=40.00, Frequency=9.38, Persistence=30.00. 1 failed payment attempts | 1 payment retries | 1 detected journey anomaly | 1 problematic journey"
C000311,Rachel,Terrell,United Arab Emirates,Standard,2,0,0,1,1,40.0,MODERATE,1.25,LOW,30.0,MODERATE,25.38,MEDIUM,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 40.00) | Low problematic activity frequency (score 1.25) | Moderate persistence of problematic behavior (score 30.00),1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 25.38. Primary risk dimension: SEVERITY. Severity=40.00, Frequency=1.25, Persistence=30.00. 1 detected journey anomaly | 1 problematic journey"
C000312,Jason,Terrell,Saudi Arabia,Premium,1,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000313,John,Maxwell,Saudi Arabia,Premium,2,0,0,1,1,40.0,MODERATE,1.25,LOW,30.0,MODERATE,25.38,MEDIUM,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 40.00) | Low problematic activity frequency (score 1.25) | Moderate persistence of problematic behavior (score 30.00),1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 25.38. Primary risk dimension: SEVERITY. Severity=40.00, Frequency=1.25, Persistence=30.00. 1 detected journey anomaly | 1 problematic journey"
C000314,Curtis,Marshall,Other,Standard,2,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000315,Kimberly,Miller,United States,Standard,2,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000317,Richard,Davis,United Arab Emirates,Premium,1,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000318,Christine,Kennedy,Saudi Arabia,Standard,2,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000320,Sarah,Horne,Saudi Arabia,Standard,1,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000321,Michelle,Miller,Pakistan,Standard,3,0,0,1,1,40.0,MODERATE,0.83,LOW,30.0,MODERATE,25.25,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,SEVERITY,Moderate journey severity (score 40.00) | Low problematic activity frequency (score 0.83) | Moderate persistence of problematic behavior (score 30.00),1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 25.25. Primary risk dimension: SEVERITY. Severity=40.00, Frequency=0.83, Persistence=30.00. 1 detected journey anomaly | 1 problematic journey"
C000323,Lisa,Yates,United Kingdom,Standard,1,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000325,Angel,Brown,Other,Premium,2,1,1,0,0,30.0,MODERATE,8.12,LOW,0.0,NONE,14.44,LOW,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 30.00) | Low problematic activity frequency (score 8.12) | No persistent problematic behavior,1 failed payment attempts | 1 payment retries,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 14.44. Primary risk dimension: SEVERITY. Severity=30.00, Frequency=8.12, Persistence=0.00. 1 failed payment attempts | 1 payment retries"
C000326,Jill,Cooper,United Kingdom,Standard,1,0,0,1,1,40.0,MODERATE,2.5,LOW,30.0,MODERATE,25.75,MEDIUM,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 40.00) | Low problematic activity frequency (score 2.50) | Moderate persistence of problematic behavior (score 30.00),1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 25.75. Primary risk dimension: SEVERITY. Severity=40.00, Frequency=2.50, Persistence=30.00. 1 detected journey anomaly | 1 problematic journey"
C000327,Martin,Osborne,Pakistan,Standard,1,1,1,0,0,30.0,MODERATE,16.25,MODERATE,0.0,NONE,16.88,LOW,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 30.00) | Moderate problematic activity frequency (score 16.25) | No persistent problematic behavior,1 failed payment attempts | 1 payment retries,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 16.88. Primary risk dimension: SEVERITY. Severity=30.00, Frequency=16.25, Persistence=0.00. 1 failed payment attempts | 1 payment retries"
C000328,Sarah,Harrison,Pakistan,VIP,2,2,2,3,2,65.0,HIGH,20.0,MODERATE,79.0,VERY_HIGH,55.7,HIGH,FRICTION_PRONE_CUSTOMER,PERSISTENCE,High journey severity (score 65.00) | Moderate problematic activity frequency (score 20.00) | Very persistent problematic behavior (score 79.00),2 failed payment attempts | 2 payment retries | 3 detected journey anomalies | 2 problematic journeys,PERSISTENT_BEHAVIOR | REPEATED_PAYMENT_FAILURES | MULTIPLE_PROBLEMATIC_JOURNEYS,"Customer classified as HIGH with a risk score of 55.70. Primary risk dimension: PERSISTENCE. Severity=65.00, Frequency=20.00, Persistence=79.00. 2 failed payment attempts | 2 payment retries | 3 detected journey anomalies | 2 problematic journeys"
C000329,Leah,Hunt,United Arab Emirates,Standard,2,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000330,Michelle,Harrison,Saudi Arabia,Standard,2,1,1,2,2,80.0,VERY_HIGH,10.62,LOW,79.0,VERY_HIGH,58.89,HIGH,FRICTION_PRONE_CUSTOMER,SEVERITY,Very high journey severity (score 80.00) | Low problematic activity frequency (score 10.62) | Very persistent problematic behavior (score 79.00),1 failed payment attempts | 1 payment retries | 2 detected journey anomalies | 2 problematic journeys | 1 critical journey(s),HIGH_SEVERITY | PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS | CRITICAL_JOURNEY,"Customer classified as HIGH with a risk score of 58.89. Primary risk dimension: SEVERITY. Severity=80.00, Frequency=10.62, Persistence=79.00. 1 failed payment attempts | 1 payment retries | 2 detected journey anomalies | 2 problematic journeys | 1 critical journey(s)"
C000332,Joseph,Fisher,United States,Standard,2,0,0,1,1,40.0,MODERATE,1.25,LOW,30.0,MODERATE,25.38,MEDIUM,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 40.00) | Low problematic activity frequency (score 1.25) | Moderate persistence of problematic behavior (score 30.00),1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 25.38. Primary risk dimension: SEVERITY. Severity=40.00, Frequency=1.25, Persistence=30.00. 1 detected journey anomaly | 1 problematic journey"
C000333,Kristin,Yu,Saudi Arabia,Premium,1,0,0,1,1,45.0,MODERATE,2.5,LOW,30.0,MODERATE,27.75,MEDIUM,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 45.00) | Low problematic activity frequency (score 2.50) | Moderate persistence of problematic behavior (score 30.00),1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 27.75. Primary risk dimension: SEVERITY. Severity=45.00, Frequency=2.50, Persistence=30.00. 1 detected journey anomaly | 1 problematic journey"
C000335,Monica,Roberts,Saudi Arabia,Standard,1,0,0,1,1,45.0,MODERATE,2.5,LOW,30.0,MODERATE,27.75,MEDIUM,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 45.00) | Low problematic activity frequency (score 2.50) | Moderate persistence of problematic behavior (score 30.00),1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 27.75. Primary risk dimension: SEVERITY. Severity=45.00, Frequency=2.50, Persistence=30.00. 1 detected journey anomaly | 1 problematic journey"
C000336,Michele,Johnson,Saudi Arabia,Premium,1,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000337,Jeffrey,Livingston,Other,Standard,1,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000338,Lisa,Curry,United Kingdom,Premium,2,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000339,Steven,Acosta,United Arab Emirates,Standard,1,0,0,1,1,40.0,MODERATE,2.5,LOW,30.0,MODERATE,25.75,MEDIUM,NORMAL_CUSTOMER,SEVERITY,Moderate journey severity (score 40.00) | Low problematic activity frequency (score 2.50) | Moderate persistence of problematic behavior (score 30.00),1 detected journey anomaly | 1 problematic journey,NO_MAJOR_RISK_SIGNAL,"Customer classified as MEDIUM with a risk score of 25.75. Primary risk dimension: SEVERITY. Severity=40.00, Frequency=2.50, Persistence=30.00. 1 detected journey anomaly | 1 problematic journey"
C000340,Kevin,Elliott,Saudi Arabia,Standard,1,0,0,0,0,0.0,LOW,0.0,NONE,0.0,NONE,0.0,LOW,NORMAL_CUSTOMER,SEVERITY,Low journey severity (score 0.00) | No problematic activity frequency | No persistent problematic behavior,No major behavioral risk signals,NO_MAJOR_RISK_SIGNAL,"Customer classified as LOW with a risk score of 0.00. Primary risk dimension: SEVERITY. Severity=0.00, Frequency=0.00, Persistence=0.00. No major behavioral risk signals"
C000341,Laura,Brown,United Arab Emirates,Premium,5,3,3,3,2,65.0,HIGH,11.25,LOW,55.0,HIGH,45.88,MEDIUM,NORMAL_CUSTOMER,SEVERITY,High journey severity (score 65.00) | Low problematic activity frequency (score 11.25) | Persistent problematic behavior (score 55.00),3 failed payment attempts | 3 payment retries | 3 detected journey anomalies | 2 problematic journeys,PERSISTENT_BEHAVIOR | REPEATED_PAYMENT_FAILURES | MULTIPLE_PROBLEMATIC_JOURNEYS,"Customer classified as MEDIUM with a risk score of 45.88. Primary risk dimension: SEVERITY. Severity=65.00, Frequency=11.25, Persistence=55.00. 3 failed payment attempts | 3 payment retries | 3 detected journey anomalies | 2 problematic journeys"
