customer_id,first_name,last_name,country,customer_segment,booking_id,trip_id,booking_date,booking_status,booking_amount,destination,trip_type,departure_date,return_date,days_before_departure,base_price,price_difference,price_ratio,payment_attempts,failed_payments,successful_payments,retry_count,payment_success_rate,payment_duration_minutes,payment_methods_used,payment_failures_reasons,total_events,search_events,view_trip_events,booking_started_events,booking_created_events,payment_started_events,payment_failed_events,payment_retry_events,payment_completed_events,booking_confirmed_events,journey_duration_minutes,friction_score,risk_level,anomaly_count,anomaly_summary,total_bookings,total_booking_value,average_booking_value,total_payment_failures,total_payment_attempts,average_friction_score,maximum_friction_score,total_anomalies
C001634,Michelle,Wheeler,United States,Standard,B002506,T000002,2026-08-17,Confirmed,1212.92,Mediterranean,Business,2026-12-15,2026-12-19,120.0,3540.61,-2327.69,0.34257373729385615,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,37.92,0.0,LOW,0,NO_ANOMALY,3,9430.75,3143.5833333333335,0,3,0.0,0.0,0
C001636,David,Booker,Saudi Arabia,Standard,B002915,T000006,2026-01-12,Confirmed,1388.54,Jeddah,Business,2026-07-08,2026-07-15,177.0,3631.03,-2242.4900000000002,0.38240939898596266,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,52.6,0.0,LOW,0,NO_ANOMALY,3,5994.09,1998.03,1,4,11.67,35.0,0
C001636,David,Booker,Saudi Arabia,Standard,B004746,T000027,2026-03-24,Confirmed,1255.47,Dubai,Family,2026-09-10,2026-09-18,170.0,3113.09,-1857.6200000000001,0.4032874089730782,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,89.22,0.0,LOW,0,NO_ANOMALY,3,5994.09,1998.03,1,4,11.67,35.0,0
C001636,David,Booker,Saudi Arabia,Standard,B000408,T000048,2026-08-30,Confirmed,3350.08,Jeddah,Cruise,2026-10-01,2026-10-04,32.0,3154.42,195.65999999999985,1.0620272506514667,2,1,1,1,0.5,12.25,2,1,10,1,1,1,1,2,1,1,1,1,85.65,35.0,MEDIUM,0,NO_ANOMALY,3,5994.09,1998.03,1,4,11.67,35.0,0
C001637,Mitchell,Douglas,United Arab Emirates,Standard,B001210,T000037,2025-12-10,Confirmed,3855.24,Red Sea,Business,2026-02-20,2026-02-24,72.0,581.34,3273.8999999999996,6.631644132521416,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,25.3,0.0,LOW,0,NO_ANOMALY,5,9556.5,1911.3,0,5,0.0,0.0,0
C001637,Mitchell,Douglas,United Arab Emirates,Standard,B007532,T000001,2026-03-16,Confirmed,2140.99,Mediterranean,Adventure,2026-04-13,2026-04-21,28.0,4269.7,-2128.71,0.5014380401433356,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,66.92,0.0,LOW,0,NO_ANOMALY,5,9556.5,1911.3,0,5,0.0,0.0,0
C001637,Mitchell,Douglas,United Arab Emirates,Standard,B003434,T000042,2026-04-02,Confirmed,554.51,Mediterranean,Business,2026-05-11,2026-05-21,39.0,3744.23,-3189.7200000000003,0.1480972055669657,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,63.93,0.0,LOW,0,NO_ANOMALY,5,9556.5,1911.3,0,5,0.0,0.0,0
C001637,Mitchell,Douglas,United Arab Emirates,Standard,B000161,T000010,2026-04-26,Confirmed,1769.04,Mediterranean,Family,2026-08-03,2026-08-12,99.0,2824.86,-1055.8200000000002,0.6262398844544508,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,72.85,0.0,LOW,0,NO_ANOMALY,5,9556.5,1911.3,0,5,0.0,0.0,0
C001637,Mitchell,Douglas,United Arab Emirates,Standard,B004687,T000017,2026-05-06,Confirmed,1236.72,Jeddah,Luxury,2026-05-30,2026-06-04,24.0,1754.92,-518.2,0.7047158844847629,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,76.5,0.0,LOW,0,NO_ANOMALY,5,9556.5,1911.3,0,5,0.0,0.0,0
C001638,Anna,Tapia,Saudi Arabia,Premium,B005402,T000045,2025-07-30,Cancelled,1585.12,Mediterranean,Luxury,2026-01-21,2026-01-29,175.0,2789.66,-1204.54,0.5682126137235362,3,2,1,2,0.333,25.6,3,2,12,1,1,1,1,3,2,2,1,0,74.28,100.0,CRITICAL,3,MULTIPLE_PAYMENT_FAILURES | PAYMENT_RETRY_STORM | PAYMENT_SUCCESS_BOOKING_UNRESOLVED,3,3916.4700000000003,1305.49,4,7,55.0,100.0,5
C001638,Anna,Tapia,Saudi Arabia,Premium,B001820,T000039,2025-10-20,Confirmed,563.86,Abu Dhabi,Family,2026-02-24,2026-03-02,127.0,1304.7,-740.84,0.43217597915229555,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,69.83,0.0,LOW,0,NO_ANOMALY,3,3916.4700000000003,1305.49,4,7,55.0,100.0,5
C001638,Anna,Tapia,Saudi Arabia,Premium,B003896,T000044,2026-01-03,Confirmed,1767.49,Jeddah,Family,2026-05-15,2026-05-25,132.0,2941.43,-1173.9399999999998,0.6008948028679928,3,2,1,2,0.333,14.2,2,2,13,1,1,1,1,3,2,2,1,1,87.68,65.0,HIGH,2,MULTIPLE_PAYMENT_FAILURES | PAYMENT_RETRY_STORM,3,3916.4700000000003,1305.49,4,7,55.0,100.0,5
C001639,Luis,Nguyen,Other,Standard,B002116,T000017,2026-04-16,Confirmed,3527.91,Jeddah,Luxury,2026-05-30,2026-06-04,44.0,1754.92,1772.9899999999998,2.0102967656645316,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,64.35,0.0,LOW,0,NO_ANOMALY,2,4327.73,2163.865,0,2,0.0,0.0,0
C001639,Luis,Nguyen,Other,Standard,B005637,T000017,2026-04-30,Confirmed,799.82,Jeddah,Luxury,2026-05-30,2026-06-04,30.0,1754.92,-955.1,0.4557586670617464,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,44.62,0.0,LOW,0,NO_ANOMALY,2,4327.73,2163.865,0,2,0.0,0.0,0
C001640,Steven,Dennis,Other,Standard,B000965,T000022,2026-04-12,Confirmed,857.61,Abu Dhabi,Adventure,2026-07-11,2026-07-21,90.0,4494.97,-3637.36,0.19079326447117556,2,1,1,1,0.5,12.5,2,1,10,1,1,1,1,2,1,1,1,1,54.92,35.0,MEDIUM,0,NO_ANOMALY,2,4693.3,2346.65,1,3,37.5,40.0,1
C001640,Steven,Dennis,Other,Standard,B001199,T000025,2026-10-13,Cancelled,3835.69,Abu Dhabi,Adventure,2026-11-10,2026-11-18,28.0,4034.03,-198.34000000000015,0.9508332858208789,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,43.98,40.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,2,4693.3,2346.65,1,3,37.5,40.0,1
C001641,Joseph,Navarro,Pakistan,Standard,B001365,T000017,2025-12-30,Cancelled,4071.91,Jeddah,Luxury,2026-05-30,2026-06-04,151.0,1754.92,2316.99,2.3202824060356027,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,73.95,40.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,2,8460.15,4230.075,0,2,40.0,40.0,2
C001641,Joseph,Navarro,Pakistan,Standard,B002234,T000012,2026-01-06,Cancelled,4388.24,Mediterranean,Adventure,2026-03-29,2026-04-07,82.0,4983.14,-594.9000000000005,0.8806174420144727,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,71.2,40.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,2,8460.15,4230.075,0,2,40.0,40.0,2
C001642,John,Bernard,United States,VIP,B002461,T000050,2026-07-10,Confirmed,2482.11,Dubai,Cruise,2026-11-12,2026-11-22,125.0,2690.34,-208.23000000000002,0.9226008608577354,2,1,1,1,0.5,14.28,2,1,10,1,1,1,1,2,1,1,1,1,57.25,35.0,MEDIUM,0,NO_ANOMALY,2,5999.96,2999.98,2,4,32.5,35.0,0
C001642,John,Bernard,United States,VIP,B006169,T000029,2026-10-02,Confirmed,3517.85,Jeddah,Adventure,2026-12-11,2026-12-17,70.0,4730.6,-1212.7500000000005,0.74363717076058,2,1,1,1,0.5,4.27,2,1,10,1,1,1,1,2,1,1,1,1,35.58,30.0,MEDIUM,0,NO_ANOMALY,2,5999.96,2999.98,2,4,32.5,35.0,0
C001645,Patrick,Williams,Saudi Arabia,Standard,B005713,T000007,2025-08-28,Confirmed,968.93,Red Sea,Adventure,2026-01-21,2026-01-25,146.0,1528.48,-559.5500000000001,0.6339173558044593,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,85.52,0.0,LOW,0,NO_ANOMALY,3,9267.369999999999,3089.123333333333,0,3,0.0,0.0,0
C001645,Patrick,Williams,Saudi Arabia,Standard,B005149,T000019,2026-04-23,Confirmed,4854.38,Abu Dhabi,Business,2026-09-15,2026-09-18,145.0,4309.98,544.4000000000005,1.1263114910045988,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,41.55,0.0,LOW,0,NO_ANOMALY,3,9267.369999999999,3089.123333333333,0,3,0.0,0.0,0
C001645,Patrick,Williams,Saudi Arabia,Standard,B002788,T000048,2026-08-07,Confirmed,3444.06,Jeddah,Cruise,2026-10-01,2026-10-04,55.0,3154.42,289.6399999999999,1.0918203663430994,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,46.6,0.0,LOW,0,NO_ANOMALY,3,9267.369999999999,3089.123333333333,0,3,0.0,0.0,0
C001646,Christina,Schneider,United States,Premium,B000986,T000012,2026-01-08,Confirmed,4880.61,Mediterranean,Adventure,2026-03-29,2026-04-07,80.0,4983.14,-102.53000000000065,0.9794246198180263,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,54.85,0.0,LOW,0,NO_ANOMALY,3,10795.25,3598.4166666666665,0,3,13.33,40.0,1
C001646,Christina,Schneider,United States,Premium,B005411,T000015,2026-01-08,Confirmed,4974.05,Jeddah,Family,2026-06-01,2026-06-11,144.0,4471.86,502.1900000000005,1.112300027281713,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,49.72,0.0,LOW,0,NO_ANOMALY,3,10795.25,3598.4166666666665,0,3,13.33,40.0,1
C001646,Christina,Schneider,United States,Premium,B007144,T000048,2026-04-20,Cancelled,940.59,Jeddah,Cruise,2026-10-01,2026-10-04,164.0,3154.42,-2213.83,0.29818159915293463,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,81.22,40.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,3,10795.25,3598.4166666666665,0,3,13.33,40.0,1
C001647,John,Morris,Saudi Arabia,Standard,B001696,T000045,2025-09-30,Confirmed,3805.79,Mediterranean,Luxury,2026-01-21,2026-01-29,113.0,2789.66,1016.1300000000001,1.3642486898044923,2,1,1,1,0.5,9.82,2,1,10,1,1,1,1,2,1,1,1,1,68.3,30.0,MEDIUM,0,NO_ANOMALY,2,6316.4400000000005,3158.2200000000003,1,3,15.0,30.0,0
C001647,John,Morris,Saudi Arabia,Standard,B000760,T000020,2026-11-27,Confirmed,2510.65,Abu Dhabi,Cruise,2026-12-10,2026-12-16,13.0,4353.46,-1842.81,0.5767022092772186,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,53.33,0.0,LOW,0,NO_ANOMALY,2,6316.4400000000005,3158.2200000000003,1,3,15.0,30.0,0
C001648,Michelle,Brown,United States,Standard,B003947,T000019,2026-04-27,Confirmed,3706.54,Abu Dhabi,Business,2026-09-15,2026-09-18,141.0,4309.98,-603.4399999999996,0.8599900695594876,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,49.28,0.0,LOW,0,NO_ANOMALY,2,6189.91,3094.955,0,2,0.0,0.0,0
C001648,Michelle,Brown,United States,Standard,B004489,T000021,2026-06-23,Confirmed,2483.37,Jeddah,Business,2026-10-21,2026-10-25,120.0,2320.29,163.07999999999993,1.0702843179085373,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,65.35,0.0,LOW,0,NO_ANOMALY,2,6189.91,3094.955,0,2,0.0,0.0,0
C001649,Erik,Jones,United States,VIP,B000233,T000039,2025-10-03,Confirmed,2461.22,Abu Dhabi,Family,2026-02-24,2026-03-02,144.0,1304.7,1156.5199999999998,1.8864259983137883,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,52.43,0.0,LOW,0,NO_ANOMALY,1,2461.22,2461.22,0,1,0.0,0.0,0
C001650,Mark,Crane,United Kingdom,Standard,B007536,T000032,2026-01-17,Confirmed,601.87,Red Sea,Cruise,2026-06-19,2026-06-28,153.0,1874.14,-1272.27,0.3211446316710598,3,2,1,2,0.333,11.7,3,2,13,1,1,1,1,3,2,2,1,1,80.08,65.0,HIGH,2,MULTIPLE_PAYMENT_FAILURES | PAYMENT_RETRY_STORM,1,601.87,601.87,2,3,65.0,65.0,2
C001652,Larry,Ross,United Arab Emirates,Standard,B002392,T000023,2026-09-13,Confirmed,1226.94,Abu Dhabi,Adventure,2026-10-04,2026-10-10,21.0,4329.18,-3102.2400000000002,0.28341163915568307,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,55.85,0.0,LOW,0,NO_ANOMALY,1,1226.94,1226.94,0,1,0.0,0.0,0
C001653,Kathryn,Thompson,Saudi Arabia,Standard,B005203,T000013,2025-10-17,Cancelled,1020.16,Mediterranean,Business,2026-04-10,2026-04-16,175.0,4844.39,-3824.2300000000005,0.210585852914402,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,59.87,40.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,1,1020.16,1020.16,0,1,40.0,40.0,1
C001654,Tyrone,Hanna,United Arab Emirates,Standard,B002308,T000017,2026-03-27,Confirmed,3301.73,Jeddah,Luxury,2026-05-30,2026-06-04,64.0,1754.92,1546.81,1.8814133977617213,3,2,1,2,0.333,7.18,3,1,13,1,1,1,1,3,2,2,1,1,93.03,60.0,HIGH,2,MULTIPLE_PAYMENT_FAILURES | PAYMENT_RETRY_STORM,1,3301.73,3301.73,2,3,60.0,60.0,2
C001655,Xavier,Glenn,Saudi Arabia,Premium,B005357,T000016,2026-03-22,Confirmed,2621.43,Jeddah,Adventure,2026-05-11,2026-05-20,50.0,1349.18,1272.2499999999998,1.942980180554114,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,83.78,0.0,LOW,0,NO_ANOMALY,1,2621.43,2621.43,0,1,0.0,0.0,0
C001656,Victor,Davis,Other,Standard,B001737,T000009,2026-02-13,Confirmed,1384.61,Red Sea,Business,2026-05-02,2026-05-08,78.0,4919.76,-3535.1500000000005,0.2814385254565263,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,56.63,0.0,LOW,0,NO_ANOMALY,1,1384.61,1384.61,0,1,0.0,0.0,0
C001657,Kyle,Phelps,Pakistan,Standard,B007377,T000005,2026-02-07,Cancelled,2070.68,Dubai,Adventure,2026-03-13,2026-03-17,34.0,2936.52,-865.8400000000001,0.705147589663956,3,2,1,2,0.333,10.48,3,2,12,1,1,1,1,3,2,2,1,0,89.3,100.0,CRITICAL,3,MULTIPLE_PAYMENT_FAILURES | PAYMENT_RETRY_STORM | PAYMENT_SUCCESS_BOOKING_UNRESOLVED,1,2070.68,2070.68,2,3,100.0,100.0,3
C001658,Andrew,Martin,United Arab Emirates,Premium,B004799,T000030,2025-08-30,Cancelled,4404.83,Red Sea,Cruise,2026-02-18,2026-02-26,172.0,4881.49,-476.65999999999985,0.902353584663699,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,52.78,40.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,1,4404.83,4404.83,0,1,40.0,40.0,1
C001659,Sierra,Chan,United Arab Emirates,VIP,B007951,T000044,2025-11-22,Confirmed,2081.64,Jeddah,Family,2026-05-15,2026-05-25,174.0,2941.43,-859.79,0.7076965965533771,2,1,1,1,0.5,10.67,2,1,10,1,1,1,1,2,1,1,1,1,64.57,35.0,MEDIUM,0,NO_ANOMALY,2,3882.29,1941.145,1,3,17.5,35.0,0
C001659,Sierra,Chan,United Arab Emirates,VIP,B007705,T000039,2026-01-01,Confirmed,1800.65,Abu Dhabi,Family,2026-02-24,2026-03-02,54.0,1304.7,495.95000000000005,1.3801256993944968,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,67.47,0.0,LOW,0,NO_ANOMALY,2,3882.29,1941.145,1,3,17.5,35.0,0
C001661,Tammy,Goodwin,Pakistan,Standard,B001919,T000041,2026-09-23,Confirmed,4400.53,Abu Dhabi,Cruise,2026-11-16,2026-11-25,54.0,3848.77,551.7599999999998,1.1433600864691835,3,2,1,2,0.333,26.97,3,2,13,1,1,1,1,3,2,2,1,1,121.33,65.0,HIGH,3,MULTIPLE_PAYMENT_FAILURES | PAYMENT_RETRY_STORM | LONG_JOURNEY,1,4400.53,4400.53,2,3,65.0,65.0,3
C001662,Jason,Valdez,Pakistan,Standard,B003621,T000034,2026-07-18,Cancelled,3769.87,Jeddah,Family,2026-09-28,2026-10-02,72.0,2517.91,1251.96,1.4972219022919804,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,76.75,40.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,1,3769.87,3769.87,0,1,40.0,40.0,1
C001664,Brent,Henry,United Arab Emirates,Standard,B000135,T000037,2025-09-04,Confirmed,1687.03,Red Sea,Business,2026-02-20,2026-02-24,169.0,581.34,1105.69,2.9019678673409706,2,1,1,1,0.5,13.48,2,1,10,1,1,1,1,2,1,1,1,1,77.28,35.0,MEDIUM,0,NO_ANOMALY,1,1687.03,1687.03,1,2,35.0,35.0,0
C001665,Troy,Reynolds,Other,Standard,B000377,T000007,2025-12-21,Confirmed,3091.72,Red Sea,Adventure,2026-01-21,2026-01-25,31.0,1528.48,1563.2399999999998,2.0227415471579606,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,80.78,0.0,LOW,0,NO_ANOMALY,2,4188.83,2094.415,2,4,50.0,100.0,3
C001665,Troy,Reynolds,Other,Standard,B005582,T000024,2026-03-25,Cancelled,1097.11,Jeddah,Adventure,2026-06-10,2026-06-14,77.0,4710.36,-3613.25,0.2329142570843842,3,2,1,2,0.333,28.27,3,2,12,1,1,1,1,3,2,2,1,0,101.9,100.0,CRITICAL,3,MULTIPLE_PAYMENT_FAILURES | PAYMENT_RETRY_STORM | PAYMENT_SUCCESS_BOOKING_UNRESOLVED,2,4188.83,2094.415,2,4,50.0,100.0,3
C001667,Destiny,Collins,Saudi Arabia,Standard,B004424,T000018,2026-05-25,Cancelled,2256.8,Red Sea,Luxury,2026-11-05,2026-11-13,164.0,3651.61,-1394.81,0.6180287599168586,2,1,1,1,0.5,10.27,2,1,9,1,1,1,1,2,1,1,1,0,71.1,75.0,HIGH,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,2,5889.65,2944.825,1,3,37.5,75.0,1
C001667,Destiny,Collins,Saudi Arabia,Standard,B007961,T000003,2026-06-04,Confirmed,3632.85,Dubai,Family,2026-09-28,2026-10-02,116.0,3808.47,-175.6199999999999,0.9538869939897124,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,92.67,0.0,LOW,0,NO_ANOMALY,2,5889.65,2944.825,1,3,37.5,75.0,1
C001668,Thomas,Cohen,Other,Standard,B007013,T000032,2026-02-26,Confirmed,3601.32,Red Sea,Cruise,2026-06-19,2026-06-28,113.0,1874.14,1727.18,1.9215853671550684,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,60.63,0.0,LOW,0,NO_ANOMALY,2,4835.4,2417.7,0,2,0.0,0.0,0
C001668,Thomas,Cohen,Other,Standard,B001819,T000023,2026-08-12,Confirmed,1234.08,Abu Dhabi,Adventure,2026-10-04,2026-10-10,53.0,4329.18,-3095.1000000000004,0.28506091222818175,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,58.78,0.0,LOW,0,NO_ANOMALY,2,4835.4,2417.7,0,2,0.0,0.0,0
C001669,Amanda,Anderson,Saudi Arabia,Standard,B002203,T000004,2025-12-02,Confirmed,4873.94,Mediterranean,Cruise,2026-04-17,2026-04-20,136.0,1440.82,3433.12,3.3827542649324687,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,77.7,0.0,LOW,0,NO_ANOMALY,2,8920.099999999999,4460.049999999999,1,3,17.5,35.0,0
C001669,Amanda,Anderson,Saudi Arabia,Standard,B000641,T000001,2026-02-21,Confirmed,4046.16,Mediterranean,Adventure,2026-04-13,2026-04-21,51.0,4269.7,-223.53999999999996,0.9476450336089187,2,1,1,1,0.5,14.97,2,1,10,1,1,1,1,2,1,1,1,1,94.63,35.0,MEDIUM,0,NO_ANOMALY,2,8920.099999999999,4460.049999999999,1,3,17.5,35.0,0
C001673,Jessica,Burns,Other,Standard,B007480,T000015,2026-02-08,Cancelled,1272.95,Jeddah,Family,2026-06-01,2026-06-11,113.0,4471.86,-3198.91,0.28465783812552276,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,45.85,40.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,1,1272.95,1272.95,0,1,40.0,40.0,1
C001674,Kathryn,Mcclure,United States,Standard,B003962,T000026,2025-09-22,Confirmed,1361.03,Mediterranean,Adventure,2026-01-22,2026-01-30,122.0,3510.45,-2149.42,0.38770812858750303,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,54.32,0.0,LOW,0,NO_ANOMALY,5,8655.51,1731.102,1,6,6.0,30.0,0
C001674,Kathryn,Mcclure,United States,Standard,B003843,T000007,2025-09-29,Confirmed,1617.09,Red Sea,Adventure,2026-01-21,2026-01-25,114.0,1528.48,88.6099999999999,1.0579726264000837,2,1,1,1,0.5,9.83,2,1,10,1,1,1,1,2,1,1,1,1,51.67,30.0,MEDIUM,0,NO_ANOMALY,5,8655.51,1731.102,1,6,6.0,30.0,0
C001674,Kathryn,Mcclure,United States,Standard,B003552,T000043,2026-06-10,Confirmed,504.34,Abu Dhabi,Cruise,2026-11-03,2026-11-12,146.0,1886.27,-1381.93,0.2673742359259279,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,93.7,0.0,LOW,0,NO_ANOMALY,5,8655.51,1731.102,1,6,6.0,30.0,0
C001674,Kathryn,Mcclure,United States,Standard,B003260,T000019,2026-06-12,Confirmed,4173.86,Abu Dhabi,Business,2026-09-15,2026-09-18,95.0,4309.98,-136.1199999999999,0.9684174868560875,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,75.77,0.0,LOW,0,NO_ANOMALY,5,8655.51,1731.102,1,6,6.0,30.0,0
C001674,Kathryn,Mcclure,United States,Standard,B000849,T000021,2026-10-14,Confirmed,999.19,Jeddah,Business,2026-10-21,2026-10-25,7.0,2320.29,-1321.1,0.4306315158881002,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,39.97,0.0,LOW,0,NO_ANOMALY,5,8655.51,1731.102,1,6,6.0,30.0,0
C001675,Michael,Alvarez,United States,Premium,B002209,T000017,2026-05-14,Confirmed,1697.67,Jeddah,Luxury,2026-05-30,2026-06-04,16.0,1754.92,-57.25,0.9673774303102136,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,84.42,0.0,LOW,0,NO_ANOMALY,3,5836.95,1945.6499999999999,0,3,0.0,0.0,0
C001675,Michael,Alvarez,United States,Premium,B002636,T000019,2026-06-12,Confirmed,3017.33,Abu Dhabi,Business,2026-09-15,2026-09-18,95.0,4309.98,-1292.6499999999996,0.700079814755521,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,54.88,0.0,LOW,0,NO_ANOMALY,3,5836.95,1945.6499999999999,0,3,0.0,0.0,0
C001675,Michael,Alvarez,United States,Premium,B006210,T000023,2026-09-15,Confirmed,1121.95,Abu Dhabi,Adventure,2026-10-04,2026-10-10,19.0,4329.18,-3207.2300000000005,0.2591599332899071,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,43.47,0.0,LOW,0,NO_ANOMALY,3,5836.95,1945.6499999999999,0,3,0.0,0.0,0
C001676,Richard,Hart,United Arab Emirates,Standard,B007247,T000013,2025-12-27,Confirmed,2929.64,Mediterranean,Business,2026-04-10,2026-04-16,104.0,4844.39,-1914.7500000000005,0.6047489983258986,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,58.7,0.0,LOW,0,NO_ANOMALY,2,7176.860000000001,3588.4300000000003,0,2,0.0,0.0,0
C001676,Richard,Hart,United Arab Emirates,Standard,B004190,T000043,2026-09-12,Confirmed,4247.22,Abu Dhabi,Cruise,2026-11-03,2026-11-12,52.0,1886.27,2360.9500000000003,2.2516500819076803,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,63.32,0.0,LOW,0,NO_ANOMALY,2,7176.860000000001,3588.4300000000003,0,2,0.0,0.0,0
C001677,Ashley,Henderson,Saudi Arabia,Standard,B003450,T000035,2026-04-16,Confirmed,4818.44,Mediterranean,Cruise,2026-07-09,2026-07-15,84.0,4975.06,-156.6200000000008,0.9685189726355058,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,48.28,0.0,LOW,0,NO_ANOMALY,1,4818.44,4818.44,0,1,0.0,0.0,0
C001678,James,Avila,United Arab Emirates,Standard,B005557,T000030,2025-09-29,Confirmed,2537.08,Red Sea,Cruise,2026-02-18,2026-02-26,142.0,4881.49,-2344.41,0.5197347531184127,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,52.63,0.0,LOW,0,NO_ANOMALY,1,2537.08,2537.08,0,1,0.0,0.0,0
C001679,Angela,Shepherd,Saudi Arabia,Standard,B004259,T000006,2026-04-29,Confirmed,1824.1,Jeddah,Business,2026-07-08,2026-07-15,70.0,3631.03,-1806.9300000000003,0.5023643428999485,2,1,1,1,0.5,3.87,2,1,10,1,1,1,1,2,1,1,1,1,63.05,30.0,MEDIUM,0,NO_ANOMALY,3,7852.2,2617.4,2,5,35.0,45.0,1
C001679,Angela,Shepherd,Saudi Arabia,Standard,B007842,T000041,2026-09-29,Pending,2918.58,Abu Dhabi,Cruise,2026-11-16,2026-11-25,48.0,3848.77,-930.19,0.7583149941409852,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,30.18,45.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,3,7852.2,2617.4,2,5,35.0,45.0,1
C001679,Angela,Shepherd,Saudi Arabia,Standard,B000119,T000046,2026-11-03,Confirmed,3109.52,Dubai,Adventure,2026-11-25,2026-12-04,22.0,3363.5,-253.98000000000002,0.9244893711907239,2,1,1,1,0.5,4.22,2,1,10,1,1,1,1,2,1,1,1,1,56.4,30.0,MEDIUM,0,NO_ANOMALY,3,7852.2,2617.4,2,5,35.0,45.0,1
