customer_id,first_name,last_name,country,customer_segment,total_bookings,total_booking_value,total_payment_attempts,total_failed_payments,total_successful_payments,total_retries,average_friction_score,maximum_friction_score,total_anomalies,high_risk_journeys,critical_journeys,problematic_journeys,severity_score,failure_rate_per_booking,retry_rate_per_booking,anomaly_rate_per_booking,frequency_score,problematic_journey_rate,persistence_score,customer_risk_score,customer_risk_level,behavior_profile,research_risk_signals
C000366,Barbara,Lloyd,United Arab Emirates,Standard,3,7687.76,3,0,3,0,26.67,40.0,2,0,0,2,40.0,0.0,0.0,0.67,1.67,0.67,65.67,36.2,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS
C000367,Jonathan,Atkins,Other,Standard,2,7798.26,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000369,Aaron,Miller,Saudi Arabia,Standard,3,5619.72,4,1,3,1,25.0,75.0,1,1,0,1,75.0,0.33,0.33,0.33,6.25,0.33,30.0,40.88,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,HIGH_SEVERITY
C000370,Sara,Thomas,Saudi Arabia,Standard,2,4646.1,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000371,Amanda,Peck,Saudi Arabia,Standard,2,2735.08,5,3,2,3,65.0,100.0,3,1,1,1,100.0,1.5,1.5,1.5,28.12,0.5,30.0,57.44,HIGH,FRICTION_PRONE_CUSTOMER,HIGH_SEVERITY | REPEATED_PAYMENT_FAILURES | CRITICAL_JOURNEY
C000372,Jennifer,Moore,Saudi Arabia,Standard,3,8760.06,3,0,3,0,13.33,40.0,1,0,0,1,40.0,0.0,0.0,0.33,0.83,0.33,30.0,25.25,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000373,Judy,Crawford,Saudi Arabia,Premium,2,4157.12,2,0,2,0,20.0,40.0,1,0,0,1,40.0,0.0,0.0,0.5,1.25,0.5,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000375,Michael,Townsend,Saudi Arabia,Standard,4,13663.07,8,4,4,4,32.5,60.0,2,1,0,1,60.0,1.0,1.0,0.5,17.5,0.25,28.0,37.65,MEDIUM,NORMAL_CUSTOMER,REPEATED_PAYMENT_FAILURES
C000376,Chad,Young,United Arab Emirates,Standard,3,6434.17,5,2,3,2,21.67,65.0,2,1,0,1,65.0,0.67,0.67,0.67,12.5,0.33,30.0,38.75,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,REPEATED_PAYMENT_FAILURES
C000378,Mark,Walsh,Saudi Arabia,Standard,2,3370.03,2,0,2,0,40.0,40.0,2,0,0,2,40.0,0.0,0.0,1.0,2.5,1.0,79.0,40.45,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS
C000379,Lee,Clark,United States,Standard,2,5736.51,3,1,2,1,17.5,35.0,0,0,0,0,35.0,0.5,0.5,0.0,8.12,0.0,0.0,16.44,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000380,Melanie,Navarro,Saudi Arabia,Premium,1,4571.27,1,0,1,0,45.0,45.0,1,0,0,1,45.0,0.0,0.0,1.0,2.5,1.0,30.0,27.75,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000381,Jennifer,Reed,Saudi Arabia,Premium,1,2204.62,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000383,Kyle,Campos,Pakistan,Premium,2,5573.75,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000384,Ricky,Wilson,Other,Standard,3,12128.68,3,0,3,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000385,Richard,Jackson,United Kingdom,Premium,1,2329.55,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000386,Kenneth,Ross,United States,Standard,1,1414.88,1,0,1,0,40.0,40.0,1,0,0,1,40.0,0.0,0.0,1.0,2.5,1.0,30.0,25.75,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000387,David,Turner,Saudi Arabia,Standard,3,7020.54,3,0,3,0,15.0,45.0,1,0,0,1,45.0,0.0,0.0,0.33,0.83,0.33,30.0,27.25,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000388,Robert,Reese,Saudi Arabia,Premium,1,1729.93,1,0,1,0,40.0,40.0,1,0,0,1,40.0,0.0,0.0,1.0,2.5,1.0,30.0,25.75,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000389,Shelby,Goodwin,United States,Standard,1,4457.36,1,0,1,0,40.0,40.0,1,0,0,1,40.0,0.0,0.0,1.0,2.5,1.0,30.0,25.75,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000390,Erica,Patel,United States,Standard,1,3140.22,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000391,Raven,James,Other,Premium,2,1321.03,2,0,2,0,42.5,45.0,2,0,0,2,45.0,0.0,0.0,1.0,2.5,1.0,79.0,42.45,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS
C000392,Christina,Thornton,United Arab Emirates,Premium,2,7068.66,4,2,2,2,55.0,80.0,1,1,1,1,80.0,1.0,1.0,0.5,17.5,0.5,30.0,46.25,MEDIUM,NORMAL_CUSTOMER,HIGH_SEVERITY | REPEATED_PAYMENT_FAILURES | CRITICAL_JOURNEY
C000393,Kevin,Wells,United Arab Emirates,Standard,4,13335.35,7,3,4,3,35.0,75.0,1,1,0,1,75.0,0.75,0.75,0.25,12.81,0.25,28.0,42.24,MEDIUM,NORMAL_CUSTOMER,HIGH_SEVERITY | REPEATED_PAYMENT_FAILURES
C000394,Amy,Thomas,United States,Standard,1,1584.37,1,0,1,0,40.0,40.0,1,0,0,1,40.0,0.0,0.0,1.0,2.5,1.0,30.0,25.75,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000395,Aaron,Berg,United Arab Emirates,Premium,1,3407.32,2,1,1,1,35.0,35.0,0,0,0,0,35.0,1.0,1.0,0.0,16.25,0.0,0.0,18.88,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000396,Justin,Smith,Other,VIP,3,7340.66,5,2,3,2,35.0,65.0,3,1,0,2,65.0,0.67,0.67,1.0,13.33,0.67,65.67,49.7,HIGH,FRICTION_PRONE_CUSTOMER,PERSISTENT_BEHAVIOR | REPEATED_PAYMENT_FAILURES | MULTIPLE_PROBLEMATIC_JOURNEYS
C000397,Russell,Ho,Other,Standard,1,3271.44,1,0,1,0,45.0,45.0,1,0,0,1,45.0,0.0,0.0,1.0,2.5,1.0,30.0,27.75,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000398,Bethany,Cole,United Arab Emirates,Premium,1,1333.07,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000399,Diana,Gregory,United States,Premium,1,1337.41,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000400,Steven,Nixon,United States,Standard,1,2777.64,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000401,Scott,Vega,Saudi Arabia,Premium,2,4282.93,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000402,Jason,Williams,Other,Standard,1,2039.27,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000403,Thomas,Hardin,Pakistan,Standard,1,2509.62,2,1,1,1,35.0,35.0,0,0,0,0,35.0,1.0,1.0,0.0,16.25,0.0,0.0,18.88,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000404,Rachel,Walsh,United States,Standard,2,3735.3,5,3,2,3,67.5,75.0,3,2,0,2,75.0,1.5,1.5,1.5,28.12,1.0,79.0,62.14,HIGH,FRICTION_PRONE_CUSTOMER,HIGH_SEVERITY | PERSISTENT_BEHAVIOR | REPEATED_PAYMENT_FAILURES | MULTIPLE_PROBLEMATIC_JOURNEYS
C000405,Laura,Blanchard,United Arab Emirates,Standard,3,9850.53,4,1,3,1,40.0,80.0,2,1,1,2,80.0,0.33,0.33,0.67,7.08,0.67,65.67,53.82,HIGH,FRICTION_PRONE_CUSTOMER,HIGH_SEVERITY | PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS | CRITICAL_JOURNEY
C000406,Gene,Reynolds,Other,Premium,3,4103.19,5,2,3,2,36.67,65.0,3,1,0,2,65.0,0.67,0.67,1.0,13.33,0.67,65.67,49.7,HIGH,FRICTION_PRONE_CUSTOMER,PERSISTENT_BEHAVIOR | REPEATED_PAYMENT_FAILURES | MULTIPLE_PROBLEMATIC_JOURNEYS
C000407,Christopher,Hull,United Arab Emirates,Standard,4,10342.36,4,0,4,0,11.25,45.0,1,0,0,1,45.0,0.0,0.0,0.25,0.62,0.25,28.0,26.59,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000408,Zachary,Garrison,Saudi Arabia,Premium,1,4917.59,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000410,Matthew,Adams,Saudi Arabia,Premium,1,2445.52,2,1,1,1,75.0,75.0,1,1,0,1,75.0,1.0,1.0,1.0,18.75,1.0,30.0,44.62,MEDIUM,NORMAL_CUSTOMER,HIGH_SEVERITY
C000413,Emily,Myers,Other,Standard,1,4843.19,2,1,1,1,35.0,35.0,0,0,0,0,35.0,1.0,1.0,0.0,16.25,0.0,0.0,18.88,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000414,Jeffrey,Mejia,Pakistan,Premium,2,8893.3,2,0,2,0,42.5,45.0,2,0,0,2,45.0,0.0,0.0,1.0,2.5,1.0,79.0,42.45,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS
C000418,Thomas,Lee,United Arab Emirates,Premium,3,4816.36,6,3,3,3,45.0,65.0,3,1,0,2,65.0,1.0,1.0,1.0,18.75,0.67,65.67,51.33,HIGH,FRICTION_PRONE_CUSTOMER,PERSISTENT_BEHAVIOR | REPEATED_PAYMENT_FAILURES | MULTIPLE_PROBLEMATIC_JOURNEYS
C000419,Melissa,Rogers,United Kingdom,Standard,1,3437.86,1,0,1,0,40.0,40.0,1,0,0,1,40.0,0.0,0.0,1.0,2.5,1.0,30.0,25.75,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000420,Charles,Vaughn,United States,Standard,4,11211.24,4,0,4,0,21.25,45.0,2,0,0,2,45.0,0.0,0.0,0.5,1.25,0.5,59.0,36.08,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS
C000422,Crystal,Kelley,United States,Standard,3,6375.19,4,1,3,1,40.0,45.0,2,0,0,2,45.0,0.33,0.33,0.67,7.08,0.67,65.67,39.83,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS
C000423,James,Chambers,Saudi Arabia,Premium,1,2534.06,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000424,Heather,Decker,United Arab Emirates,Standard,2,6574.11,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000425,Troy,Smith,Saudi Arabia,Premium,2,4532.54,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000426,John,Davis,Pakistan,Premium,1,4176.24,1,0,1,0,40.0,40.0,1,0,0,1,40.0,0.0,0.0,1.0,2.5,1.0,30.0,25.75,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000428,Adam,Griffin,Other,Standard,1,4799.58,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000431,Daniel,Lee,Saudi Arabia,Standard,1,2138.05,3,2,1,2,100.0,100.0,3,1,1,1,100.0,2.0,2.0,3.0,40.0,1.0,30.0,61.0,HIGH,FRICTION_PRONE_CUSTOMER,HIGH_SEVERITY | REPEATED_PAYMENT_FAILURES | CRITICAL_JOURNEY
C000432,Ronald,Johnson,United States,Standard,2,4853.27,2,0,2,0,20.0,40.0,1,0,0,1,40.0,0.0,0.0,0.5,1.25,0.5,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000433,Gregory,Davis,Pakistan,Standard,2,7012.09,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000434,Susan,Mays,Saudi Arabia,Standard,1,3751.19,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000436,Brent,Houston,United Kingdom,Standard,1,903.0,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000437,John,Sampson,Saudi Arabia,Standard,1,3944.32,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000438,Melinda,Little,United States,Premium,2,9052.97,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000441,Elizabeth,Gates,Saudi Arabia,Premium,1,1488.86,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000442,Vanessa,Anderson,Other,Premium,4,11429.89,4,0,4,0,32.5,45.0,3,0,0,3,45.0,0.0,0.0,0.75,1.88,0.75,81.0,42.86,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS
C000443,Caitlin,Douglas,United Arab Emirates,Standard,2,6987.1,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000444,Stephanie,Yoder,United Arab Emirates,VIP,1,1371.82,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000445,Patricia,Knight,United States,Premium,3,8405.14,3,0,3,0,15.0,45.0,1,0,0,1,45.0,0.0,0.0,0.33,0.83,0.33,30.0,27.25,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000446,Cheyenne,Coffey,Other,Standard,1,4882.57,3,2,1,2,65.0,65.0,2,1,0,1,65.0,2.0,2.0,2.0,37.5,1.0,30.0,46.25,MEDIUM,NORMAL_CUSTOMER,REPEATED_PAYMENT_FAILURES
C000447,Jennifer,Kemp,Other,Standard,3,5086.71,4,1,3,1,25.0,45.0,1,0,0,1,45.0,0.33,0.33,0.33,6.25,0.33,30.0,28.88,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000449,Maria,King,United Arab Emirates,Standard,2,7794.04,2,0,2,0,20.0,40.0,1,0,0,1,40.0,0.0,0.0,0.5,1.25,0.5,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000452,Julia,Fowler,Pakistan,Standard,2,2295.21,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000453,Thomas,Livingston,United Arab Emirates,Standard,2,6753.49,3,1,2,1,15.0,30.0,0,0,0,0,30.0,0.5,0.5,0.0,8.12,0.0,0.0,14.44,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000454,Jonathon,Hill,Other,Standard,1,3663.57,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000455,John,Simmons,Saudi Arabia,Standard,3,6845.41,5,2,3,2,33.33,100.0,3,1,1,1,100.0,0.67,0.67,1.0,13.33,0.33,30.0,53.0,HIGH,FRICTION_PRONE_CUSTOMER,HIGH_SEVERITY | REPEATED_PAYMENT_FAILURES | CRITICAL_JOURNEY
C000456,Dana,Berger,United Arab Emirates,Standard,1,4804.64,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000457,Katie,Carrillo,Saudi Arabia,Standard,2,8972.51,2,0,2,0,20.0,40.0,1,0,0,1,40.0,0.0,0.0,0.5,1.25,0.5,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000459,Courtney,Martin,Saudi Arabia,Standard,1,1870.65,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000460,Joshua,Jones,Saudi Arabia,Premium,1,2240.52,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000461,Chris,Waters,Saudi Arabia,Premium,3,8373.21,4,1,3,1,50.0,70.0,3,1,0,3,70.0,0.33,0.33,1.0,7.92,1.0,91.0,57.68,HIGH,FRICTION_PRONE_CUSTOMER,HIGH_SEVERITY | PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS
C000463,Joseph,Cook,United Kingdom,Premium,1,4549.11,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000464,Luis,Brown,Pakistan,Premium,1,1040.31,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000465,Amber,Sosa,Other,Premium,3,10432.0,5,2,3,2,50.0,60.0,4,1,0,3,60.0,0.67,0.67,1.33,14.17,1.0,91.0,55.55,HIGH,FRICTION_PRONE_CUSTOMER,PERSISTENT_BEHAVIOR | REPEATED_PAYMENT_FAILURES | MULTIPLE_PROBLEMATIC_JOURNEYS
C000467,Jesse,Alexander,Saudi Arabia,Standard,1,542.95,3,2,1,2,65.0,65.0,2,1,0,1,65.0,2.0,2.0,2.0,37.5,1.0,30.0,46.25,MEDIUM,NORMAL_CUSTOMER,REPEATED_PAYMENT_FAILURES
C000468,Heather,Vasquez,Other,Premium,1,2816.35,2,1,1,1,30.0,30.0,0,0,0,0,30.0,1.0,1.0,0.0,16.25,0.0,0.0,16.88,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000471,Rick,White,Saudi Arabia,Standard,4,13365.91,5,1,4,1,18.75,40.0,1,0,0,1,40.0,0.25,0.25,0.25,4.69,0.25,28.0,25.81,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000472,Amy,Vasquez,Other,VIP,1,972.8,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000475,Robert,Robinson,Pakistan,Standard,2,1752.41,2,0,2,0,20.0,40.0,1,0,0,1,40.0,0.0,0.0,0.5,1.25,0.5,30.0,25.38,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000476,Rebecca,Schneider,Other,Premium,3,6315.49,3,0,3,0,28.33,45.0,2,0,0,2,45.0,0.0,0.0,0.67,1.67,0.67,65.67,38.2,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS
C000478,Heather,Baldwin,Pakistan,Standard,2,4601.74,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000479,Melissa,Garcia,Other,Standard,1,4035.97,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000480,Kathy,Jones,Pakistan,Standard,2,4908.62,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000482,Adam,King,United Kingdom,Standard,1,2194.34,1,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000483,Michael,Griffin,United Arab Emirates,Standard,1,3977.4,2,1,1,1,35.0,35.0,0,0,0,0,35.0,1.0,1.0,0.0,16.25,0.0,0.0,18.88,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000485,Melissa,Hernandez,Pakistan,Premium,2,7142.53,4,2,2,2,50.0,100.0,3,1,1,1,100.0,1.0,1.0,1.5,20.0,0.5,30.0,55.0,HIGH,FRICTION_PRONE_CUSTOMER,HIGH_SEVERITY | REPEATED_PAYMENT_FAILURES | CRITICAL_JOURNEY
C000486,Stephanie,Bowman,Other,Standard,1,2033.96,3,2,1,2,65.0,65.0,2,1,0,1,65.0,2.0,2.0,2.0,37.5,1.0,30.0,46.25,MEDIUM,NORMAL_CUSTOMER,REPEATED_PAYMENT_FAILURES
C000489,Amy,Adams,Other,Standard,4,11139.42,4,0,4,0,21.25,45.0,2,0,0,2,45.0,0.0,0.0,0.5,1.25,0.5,59.0,36.08,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS
C000490,Carrie,Graves,Other,Standard,3,10124.76,5,2,3,2,21.67,65.0,2,1,0,1,65.0,0.67,0.67,0.67,12.5,0.33,30.0,38.75,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,REPEATED_PAYMENT_FAILURES
C000491,Jeffrey,Conway,United Arab Emirates,Standard,3,12755.46,4,1,3,1,23.33,40.0,1,0,0,1,40.0,0.33,0.33,0.33,6.25,0.33,30.0,26.88,MEDIUM,LOYAL_LOW_FRICTION_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000492,Jeffrey,Andrews,Pakistan,Premium,1,508.72,3,2,1,2,65.0,65.0,2,1,0,1,65.0,2.0,2.0,2.0,37.5,1.0,30.0,46.25,MEDIUM,NORMAL_CUSTOMER,REPEATED_PAYMENT_FAILURES
C000493,Ryan,Robertson,Saudi Arabia,Standard,5,20032.12,7,2,5,2,21.0,65.0,3,1,0,2,65.0,0.4,0.4,0.6,8.0,0.4,55.0,44.9,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_BEHAVIOR | REPEATED_PAYMENT_FAILURES | MULTIPLE_PROBLEMATIC_JOURNEYS
C000494,Anthony,Case,Saudi Arabia,Standard,1,676.68,1,0,1,0,40.0,40.0,1,0,0,1,40.0,0.0,0.0,1.0,2.5,1.0,30.0,25.75,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000495,Matthew,Henry,United Arab Emirates,Standard,1,1601.35,1,0,1,0,45.0,45.0,1,0,0,1,45.0,0.0,0.0,1.0,2.5,1.0,30.0,27.75,MEDIUM,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000496,Erin,Graham,United Arab Emirates,Standard,2,4429.35,2,0,2,0,42.5,45.0,2,0,0,2,45.0,0.0,0.0,1.0,2.5,1.0,79.0,42.45,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS
C000498,Frederick,Norman,Saudi Arabia,Standard,1,1343.75,2,1,1,1,30.0,30.0,0,0,0,0,30.0,1.0,1.0,0.0,16.25,0.0,0.0,16.88,LOW,NORMAL_CUSTOMER,NO_MAJOR_RISK_SIGNAL
C000499,Tanner,Floyd,Other,Standard,3,7194.33,3,0,3,0,28.33,45.0,2,0,0,2,45.0,0.0,0.0,0.67,1.67,0.67,65.67,38.2,MEDIUM,NORMAL_CUSTOMER,PERSISTENT_BEHAVIOR | MULTIPLE_PROBLEMATIC_JOURNEYS
