customer_id,first_name,last_name,country,customer_segment,total_bookings,total_booking_value,average_booking_value,total_payment_attempts,total_failed_payments,total_successful_payments,total_retries,total_events,average_journey_duration,maximum_journey_duration,average_friction_score,maximum_friction_score,total_anomalies,critical_journeys,high_risk_journeys,customer_payment_attempts,customer_successful_payments,customer_failed_payments,customer_payment_success_rate,customer_risk_score,customer_risk_level,behavior_profile
C001164,Tommy,Clarke,United Kingdom,Standard,1,860.07,860.07,1,0,1,0,7,30.42,30.42,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001165,Elizabeth,Schneider,Saudi Arabia,Standard,4,9872.23,2468.06,5,1,4,1,30,71.23,97.23,18.75,40.0,1,0,0,5,4,1,0.8,13.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C001166,Brandon,Ross,United States,Standard,1,1070.56,1070.56,3,2,1,2,13,51.15,51.15,65.0,65.0,2,0,1,3,1,2,0.33,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001167,Randall,Alvarez,United States,Standard,1,4572.41,4572.41,1,0,1,0,6,59.55,59.55,45.0,45.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001168,Carol,Morrison,Pakistan,Standard,3,5422.48,1807.49,3,0,3,0,20,74.89,88.63,13.33,40.0,1,0,0,3,3,0,1.0,5.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C001169,Adrian,Sullivan,Saudi Arabia,Standard,1,2634.33,2634.33,2,1,1,1,10,73.93,73.93,35.0,35.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C001170,Kevin,Washington,Saudi Arabia,Premium,2,4988.83,2494.42,3,1,2,1,17,74.9,88.05,15.0,30.0,0,0,0,3,2,1,0.67,8.0,LOW,NORMAL_CUSTOMER
C001171,Jason,Ramirez,Pakistan,VIP,1,1749.28,1749.28,1,0,1,0,7,60.97,60.97,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001172,Derrick,Tate,Other,Premium,1,1763.69,1763.69,3,2,1,2,13,87.77,87.77,65.0,65.0,2,0,1,3,1,2,0.33,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001173,Jonathan,Rodriguez,Pakistan,Premium,1,2346.4,2346.4,2,1,1,1,10,89.33,89.33,30.0,30.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C001174,Mark,King,Saudi Arabia,Standard,2,4253.15,2126.57,2,0,2,0,14,57.54,69.67,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001175,Adrian,Crawford,Pakistan,VIP,2,3935.69,1967.84,4,2,2,2,20,58.28,58.95,32.5,65.0,2,0,1,4,2,2,0.5,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001177,Gregory,Taylor,United States,Standard,2,5005.8,2502.9,2,0,2,0,14,48.58,50.98,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001178,Omar,Garcia,Saudi Arabia,Premium,4,11181.66,2795.42,5,1,4,1,29,76.41,95.7,30.0,80.0,2,1,0,5,4,1,0.8,38.0,MEDIUM,NORMAL_CUSTOMER
C001179,Jane,Brown,United States,Standard,1,3985.11,3985.11,1,0,1,0,7,41.92,41.92,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001180,Vincent,Jones,Pakistan,Standard,1,2607.15,2607.15,3,2,1,2,13,67.65,67.65,65.0,65.0,2,0,1,3,1,2,0.33,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001182,Linda,Stanton,United Arab Emirates,Standard,2,8592.49,4296.24,2,0,2,0,13,59.78,88.82,22.5,45.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001183,Charles,Reyes,Pakistan,Standard,2,4878.7,2439.35,2,0,2,0,14,56.96,64.17,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001185,Bobby,Hernandez,Saudi Arabia,Standard,4,11174.23,2793.56,7,3,4,3,36,83.68,94.43,32.5,100.0,3,1,0,7,4,3,0.57,59.0,HIGH,FRICTION_PRONE_CUSTOMER
C001186,Andrew,Howell,Other,Standard,1,3221.27,3221.27,1,0,1,0,7,58.48,58.48,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001187,Samantha,Davis,United Kingdom,Standard,1,2631.49,2631.49,3,2,1,2,12,75.05,75.05,100.0,100.0,3,1,0,3,1,2,0.33,51.0,HIGH,FRICTION_PRONE_CUSTOMER
C001188,Michelle,Jones,Saudi Arabia,Standard,2,6650.43,3325.22,2,0,2,0,14,41.69,45.18,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001190,Ashley,Saunders,United Kingdom,Standard,2,4916.81,2458.41,2,0,2,0,14,67.64,94.45,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001191,Jenna,Sparks,Saudi Arabia,Premium,1,2078.33,2078.33,1,0,1,0,7,61.85,61.85,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001192,Robert,Harris,Pakistan,Standard,4,14204.34,3551.08,7,3,4,3,37,69.1,88.03,25.0,35.0,0,0,0,7,4,3,0.57,24.0,LOW,FRICTION_PRONE_CUSTOMER
C001193,Darius,Bates,United Arab Emirates,Standard,1,4861.72,4861.72,1,0,1,0,7,72.43,72.43,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001197,Christine,Heath,Other,Standard,3,10425.98,3475.33,5,2,3,2,26,63.17,74.28,35.0,70.0,1,0,1,5,3,2,0.6,31.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001199,Samantha,Cisneros,United Kingdom,Standard,1,2496.16,2496.16,2,1,1,1,10,108.35,108.35,35.0,35.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C001201,Megan,Jordan,United States,VIP,1,4112.6,4112.6,1,0,1,0,6,58.8,58.8,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001203,Brianna,Reyes,Saudi Arabia,Premium,1,3420.93,3420.93,1,0,1,0,7,85.77,85.77,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001204,Alexandria,Edwards,United Arab Emirates,Premium,1,4413.33,4413.33,1,0,1,0,7,45.97,45.97,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001205,Randy,Bennett,United Arab Emirates,Standard,1,3644.28,3644.28,1,0,1,0,7,92.78,92.78,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001206,Kyle,Stevens,United States,Premium,3,8021.28,2673.76,4,1,3,1,24,62.74,69.97,10.0,30.0,0,0,0,4,3,1,0.75,8.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C001207,Matthew,Johnson,United Kingdom,VIP,1,2685.25,2685.25,1,0,1,0,6,48.63,48.63,45.0,45.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001208,Mason,Hawkins,United Arab Emirates,Standard,2,5762.82,2881.41,2,0,2,0,13,41.38,49.93,22.5,45.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001209,Gary,Dalton,Saudi Arabia,Standard,1,3579.08,3579.08,2,1,1,1,10,66.62,66.62,35.0,35.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C001210,William,Turner,Other,Standard,2,6367.49,3183.74,2,0,2,0,14,45.55,49.92,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001212,William,Henry,United Arab Emirates,Standard,2,5460.79,2730.4,4,2,2,2,20,58.5,76.58,32.5,65.0,2,0,1,4,2,2,0.5,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001213,Rebecca,Taylor,Saudi Arabia,Premium,1,2564.83,2564.83,2,1,1,1,10,69.6,69.6,35.0,35.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C001214,Michael,Baldwin,United States,Premium,1,1147.49,1147.49,2,1,1,1,10,60.32,60.32,30.0,30.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C001215,Jessica,Freeman,United Kingdom,Standard,2,5377.82,2688.91,2,0,2,0,14,67.2,76.78,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001216,Lori,Rodriguez,Saudi Arabia,Standard,1,4066.81,4066.81,1,0,1,0,7,57.43,57.43,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001217,Lisa,Leonard,Saudi Arabia,Premium,4,9049.76,2262.44,5,1,4,1,30,70.51,93.52,20.0,45.0,1,0,0,5,4,1,0.8,13.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C001218,Joel,Keller,United Kingdom,Standard,1,2771.95,2771.95,1,0,1,0,7,95.88,95.88,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001219,Dwayne,Jennings,United Kingdom,Standard,3,8095.92,2698.64,7,4,3,4,33,90.48,107.2,43.33,65.0,4,0,2,7,3,4,0.43,72.0,HIGH,FRICTION_PRONE_CUSTOMER
C001221,Carrie,Alvarez,Other,Standard,1,832.31,832.31,3,2,1,2,12,47.8,47.8,100.0,100.0,3,1,0,3,1,2,0.33,51.0,HIGH,FRICTION_PRONE_CUSTOMER
C001222,Kathleen,Dickerson,Saudi Arabia,Standard,2,8511.68,4255.84,2,0,2,0,13,72.84,88.2,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001223,Diana,Hunter,United Arab Emirates,Standard,1,1968.06,1968.06,1,0,1,0,6,58.45,58.45,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001224,Gregory,Myers,Other,Standard,1,576.47,576.47,1,0,1,0,7,36.82,36.82,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001226,Troy,Arellano,Pakistan,Standard,1,1981.79,1981.79,1,0,1,0,7,85.45,85.45,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001228,Kathleen,Gomez,Saudi Arabia,Premium,1,2568.79,2568.79,1,0,1,0,7,41.68,41.68,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001229,Shane,Levine,Other,Standard,2,6081.02,3040.51,2,0,2,0,13,40.04,48.8,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001230,Sandra,Flores,United Arab Emirates,Standard,2,6770.83,3385.42,2,0,2,0,14,40.34,46.47,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001231,Anne,Johnson,Other,Standard,3,11175.64,3725.21,3,0,3,0,19,63.56,75.88,28.33,45.0,2,0,0,3,3,0,1.0,10.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C001232,Cynthia,Williams,Saudi Arabia,Standard,2,8272.07,4136.04,2,0,2,0,13,73.53,91.55,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001233,Claudia,Hood,Saudi Arabia,VIP,2,6413.09,3206.54,2,0,2,0,13,65.26,89.92,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001235,Courtney,Harmon,United Kingdom,Standard,1,1904.59,1904.59,1,0,1,0,7,90.42,90.42,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001236,Edward,Johnson,United Arab Emirates,Premium,2,2885.64,1442.82,2,0,2,0,14,76.46,94.45,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001237,Carlos,Vance,Other,Standard,2,4705.58,2352.79,2,0,2,0,12,50.96,67.35,40.0,40.0,2,0,0,2,2,0,1.0,10.0,LOW,NORMAL_CUSTOMER
C001238,Scott,Peterson,United Arab Emirates,Standard,1,3479.04,3479.04,1,0,1,0,6,61.32,61.32,45.0,45.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001239,Kevin,Davis,Other,Standard,2,6125.23,3062.62,2,0,2,0,14,64.66,89.57,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001240,Joshua,Reed,Saudi Arabia,Premium,1,2443.02,2443.02,1,0,1,0,6,45.67,45.67,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001241,Brian,Howard,Other,Standard,1,4958.04,4958.04,1,0,1,0,7,56.5,56.5,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001242,William,Bell,United States,Premium,3,10057.17,3352.39,4,1,3,1,22,74.79,98.47,40.0,80.0,2,1,0,4,3,1,0.75,38.0,MEDIUM,NORMAL_CUSTOMER
C001243,Lance,Stanley,United States,Standard,1,3067.18,3067.18,1,0,1,0,7,51.72,51.72,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001244,Shannon,Wright,United States,Standard,6,13595.02,2265.84,7,1,6,1,43,67.01,85.8,19.17,45.0,2,0,0,7,6,1,0.86,18.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C001245,Brian,Wong,United States,VIP,2,4065.01,2032.5,3,1,2,1,17,55.53,66.87,17.5,35.0,0,0,0,3,2,1,0.67,8.0,LOW,NORMAL_CUSTOMER
C001246,Marie,Watkins,Pakistan,Standard,1,4310.48,4310.48,1,0,1,0,7,65.2,65.2,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001247,Chase,Lozano,Saudi Arabia,Premium,1,2558.56,2558.56,1,0,1,0,6,59.78,59.78,45.0,45.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001248,Michelle,Jones,Saudi Arabia,Premium,1,2280.52,2280.52,1,0,1,0,7,30.57,30.57,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001249,Melissa,Torres,Other,Premium,2,4350.02,2175.01,2,0,2,0,14,64.81,89.3,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001250,Christina,Morgan,Pakistan,Standard,1,4031.21,4031.21,1,0,1,0,7,98.87,98.87,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001251,William,Smith,United States,Standard,2,6100.46,3050.23,2,0,2,0,14,92.96,103.27,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001252,Steven,Nguyen,United Arab Emirates,Premium,1,2032.01,2032.01,2,1,1,1,10,74.75,74.75,30.0,30.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C001253,Angela,Murray,Saudi Arabia,Standard,5,13147.85,2629.57,8,3,5,3,44,88.45,107.07,19.0,65.0,2,0,1,8,5,3,0.62,44.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001255,Paula,Bradley,United Kingdom,Standard,1,870.65,870.65,1,0,1,0,7,91.52,91.52,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001256,Shannon,Valenzuela,United Arab Emirates,Standard,1,3276.74,3276.74,1,0,1,0,7,51.38,51.38,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001257,Lisa,Adams,Saudi Arabia,Standard,3,10635.22,3545.07,4,1,3,1,24,69.63,96.93,11.67,35.0,0,0,0,4,3,1,0.75,8.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C001258,Denise,Dominguez,United Arab Emirates,Standard,2,4606.78,2303.39,4,2,2,2,19,63.2,80.87,55.0,65.0,3,0,1,4,2,2,0.5,41.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001259,Marc,Chapman,Saudi Arabia,Standard,1,1473.15,1473.15,1,0,1,0,7,87.63,87.63,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001260,Thomas,Odom,Pakistan,Standard,1,1618.38,1618.38,1,0,1,0,7,38.52,38.52,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001261,Edward,Gray,Saudi Arabia,Standard,2,4085.94,2042.97,2,0,2,0,13,80.14,80.63,22.5,45.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001263,Dale,Armstrong,United Arab Emirates,Premium,3,4109.21,1369.74,5,2,3,2,25,63.03,102.15,46.67,100.0,4,1,0,5,3,2,0.6,56.0,HIGH,FRICTION_PRONE_CUSTOMER
C001264,Rachel,Stokes,United Arab Emirates,Standard,1,653.97,653.97,1,0,1,0,6,78.68,78.68,45.0,45.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001265,Matthew,Garcia,Saudi Arabia,Standard,2,6001.49,3000.74,4,2,2,2,20,61.42,63.47,32.5,65.0,2,0,1,4,2,2,0.5,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001266,Jennifer,Leonard,Saudi Arabia,Standard,1,501.29,501.29,1,0,1,0,7,67.52,67.52,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001267,William,Rogers,United Arab Emirates,Standard,1,2338.97,2338.97,1,0,1,0,7,102.88,102.88,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001268,Gerald,Shaw,United Arab Emirates,Premium,1,716.11,716.11,1,0,1,0,7,58.77,58.77,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001269,John,Hubbard,Pakistan,Premium,2,8735.71,4367.85,2,0,2,0,14,50.38,51.35,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001270,Samuel,Morgan,Saudi Arabia,Premium,5,9431.18,1886.24,6,1,5,1,37,55.91,72.25,14.0,70.0,1,0,1,6,5,1,0.83,23.0,LOW,FRICTION_PRONE_CUSTOMER
C001271,Scott,Mendez,United Kingdom,Standard,1,4418.13,4418.13,1,0,1,0,7,61.95,61.95,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001272,Alexandra,Cox,Other,Standard,1,1034.06,1034.06,1,0,1,0,6,67.93,67.93,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001274,Nathan,Crawford,Saudi Arabia,Standard,3,8966.29,2988.76,5,2,3,2,27,45.17,47.22,21.67,65.0,2,0,1,5,3,2,0.6,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001275,Justin,Boone,United Arab Emirates,Standard,1,646.01,646.01,2,1,1,1,9,103.85,103.85,80.0,80.0,1,1,0,2,1,1,0.5,33.0,MEDIUM,NORMAL_CUSTOMER
C001276,Riley,Cobb,Saudi Arabia,Standard,2,6554.77,3277.38,2,0,2,0,13,61.52,86.28,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001277,Matthew,Pittman,Saudi Arabia,Standard,1,798.84,798.84,3,2,1,2,13,99.42,99.42,65.0,65.0,2,0,1,3,1,2,0.33,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001279,Kristina,Mitchell,Saudi Arabia,Standard,1,2077.86,2077.86,1,0,1,0,7,67.95,67.95,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001280,Deborah,Williams,United Arab Emirates,Standard,3,3912.88,1304.29,5,2,3,2,26,91.29,93.68,36.67,65.0,3,0,1,5,3,2,0.6,41.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001281,Cameron,Davies,Pakistan,VIP,2,4055.67,2027.84,3,1,2,1,17,76.28,81.18,15.0,30.0,0,0,0,3,2,1,0.67,8.0,LOW,NORMAL_CUSTOMER
C001283,Erika,Perez,Pakistan,Standard,1,1989.28,1989.28,1,0,1,0,7,29.93,29.93,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001284,Justin,Newton,Saudi Arabia,Standard,5,16019.19,3203.84,7,2,5,2,41,80.77,95.62,13.0,65.0,2,0,1,7,5,2,0.71,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001285,Jennifer,Davis,United Arab Emirates,Premium,1,2094.08,2094.08,1,0,1,0,6,39.32,39.32,45.0,45.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001286,Diane,Richard,Pakistan,Standard,1,2346.51,2346.51,2,1,1,1,10,58.97,58.97,30.0,30.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C001287,Rebecca,Davis,Saudi Arabia,Premium,1,1939.33,1939.33,3,2,1,2,13,57.1,57.1,60.0,60.0,2,0,1,3,1,2,0.33,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001288,Morgan,Rogers,United Arab Emirates,Standard,1,2620.51,2620.51,1,0,1,0,7,90.52,90.52,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001289,Mathew,Jones,Saudi Arabia,Premium,2,3080.77,1540.38,5,3,2,3,23,59.24,66.55,47.5,65.0,2,0,1,5,2,3,0.4,44.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001290,Brandi,Solis,Saudi Arabia,Standard,1,4551.53,4551.53,1,0,1,0,7,80.85,80.85,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001291,Donald,Alvarez,United Arab Emirates,Standard,1,3180.59,3180.59,1,0,1,0,7,73.83,73.83,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001292,Michael,Clark,Saudi Arabia,Standard,1,553.25,553.25,1,0,1,0,7,38.55,38.55,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001293,Tammy,Flynn,Pakistan,Standard,2,3284.26,1642.13,3,1,2,1,15,80.56,99.98,60.0,75.0,2,0,1,3,2,1,0.67,28.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001294,Holly,Pearson,United Kingdom,Premium,2,1512.16,756.08,4,2,2,2,20,52.51,57.07,32.5,65.0,2,0,1,4,2,2,0.5,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001295,Philip,Turner,United States,Standard,2,6090.84,3045.42,2,0,2,0,14,61.18,67.67,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001296,Brooke,Brock,Saudi Arabia,Standard,1,520.22,520.22,1,0,1,0,6,46.83,46.83,45.0,45.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001297,Sharon,Reynolds,Saudi Arabia,VIP,3,7588.34,2529.45,3,0,3,0,20,67.88,88.32,15.0,45.0,1,0,0,3,3,0,1.0,5.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C001299,Nicholas,Gonzalez,Pakistan,VIP,1,2499.77,2499.77,1,0,1,0,7,84.95,84.95,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001300,Latasha,Morales,United Kingdom,Standard,3,6428.16,2142.72,5,2,3,2,27,59.81,88.57,21.67,65.0,2,0,1,5,3,2,0.6,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001301,Lisa,Weber,Saudi Arabia,Premium,2,4791.43,2395.72,2,0,2,0,13,72.62,73.38,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001302,Elizabeth,Chavez,Other,Standard,6,18467.4,3077.9,9,3,6,3,50,88.28,105.68,23.33,65.0,3,0,1,9,6,3,0.67,49.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001303,Maria,Hines,Saudi Arabia,Standard,1,2130.93,2130.93,1,0,1,0,7,40.37,40.37,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001304,Joanne,White,Pakistan,Standard,1,4342.76,4342.76,3,2,1,2,13,76.17,76.17,65.0,65.0,2,0,1,3,1,2,0.33,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001305,Gina,Smith,United Kingdom,Standard,4,14564.25,3641.06,4,0,4,0,28,61.86,85.18,0.0,0.0,0,0,0,4,4,0,1.0,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C001306,Alicia,Warner,Other,Standard,2,7687.25,3843.62,2,0,2,0,13,70.16,73.9,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001307,Debbie,Huffman,United Kingdom,Standard,2,3281.47,1640.74,4,2,2,2,20,82.02,89.42,32.5,65.0,2,0,1,4,2,2,0.5,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001308,Rodney,Ray,United States,VIP,4,7660.06,1915.02,7,3,4,3,36,59.17,64.87,35.0,65.0,3,0,1,7,4,3,0.57,49.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C001309,Michael,Lewis,United Arab Emirates,VIP,2,6847.89,3423.94,2,0,2,0,14,72.31,89.9,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001310,Michael,Hayden,United States,VIP,1,1126.75,1126.75,1,0,1,0,7,58.82,58.82,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001312,Jason,Mcdonald,Other,Premium,5,12823.15,2564.63,5,0,5,0,32,63.15,82.3,24.0,40.0,3,0,0,5,5,0,1.0,15.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C001313,Stacey,Giles,Pakistan,VIP,3,7610.52,2536.84,3,0,3,0,20,70.05,83.3,15.0,45.0,1,0,0,3,3,0,1.0,5.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C001314,Tom,Patel,United States,Premium,2,4298.22,2149.11,6,4,2,4,26,71.72,102.62,62.5,65.0,4,0,2,6,2,4,0.33,72.0,HIGH,FRICTION_PRONE_CUSTOMER
C001315,Jeremy,Mendez,United Arab Emirates,Standard,2,4768.09,2384.04,3,1,2,1,17,93.32,100.32,17.5,35.0,0,0,0,3,2,1,0.67,8.0,LOW,NORMAL_CUSTOMER
C001317,Chris,Hamilton,Pakistan,Premium,5,13429.75,2685.95,7,2,5,2,41,63.23,79.82,13.0,35.0,0,0,0,7,5,2,0.71,16.0,LOW,FRICTION_PRONE_CUSTOMER
C001318,Megan,Knight,United Kingdom,Premium,1,4849.96,4849.96,1,0,1,0,7,49.35,49.35,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C001319,Craig,Sims,Saudi Arabia,Standard,1,3044.86,3044.86,1,0,1,0,6,76.63,76.63,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C001320,Kelli,Boyd,Saudi Arabia,Standard,1,2768.28,2768.28,1,0,1,0,6,53.8,53.8,45.0,45.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
